labels,text,emotion,prob_emotion,prob_max
guilt,"I experience a sense of guilt as my middle son cannot express himself like other children, neither verbally nor in writing. ",guilt,"[0.015019109938293695, 0.500359121710062, 0.04539002291858196, 0.9947561621665955, 0.011434502433985472, 0.3020333796739578, 0.5545449256896973]",0.9947561621665955
joy,When my child was born. ,joy,"[0.35594363510608673, 0.07048574090003967, 0.5821002125740051, 0.9104126989841461, 0.9512166082859039, 0.6479309350252151, 0.27953366190195084]",0.9512166082859039
fear,"It was spring and the ice was melting. I was far out on a jetty and I poked the ice with a long branch to try and break it. The branch went through the ice and I fell in, the water closed in over my head. ",fear,"[0.8981713354587555, 0.9118327796459198, 0.9804235994815826, 0.9518753290176392, 0.048822686076164246, 0.9566493928432465, 0.8931921124458313]",0.9804235994815826
anger,"Unjust accusations directed at me and my way of acting, by someone close to me. ",shame,"[0.9535340666770935, 0.9247964322566986, 0.7501379251480103, 0.9242260754108429, 0.16254069283604622, 0.8559787273406982, 0.9578064680099487]",0.9578064680099487
sadness,Failing an examination. ,shame,"[0.9476058781147003, 0.9281505048274994, 0.9445918500423431, 0.9645519852638245, 0.04209430515766144, 0.961735188961029, 0.9823336005210876]",0.9823336005210876
disgust,"A drunkard fell, started bleeding and wet himself. Disgust that turned into sadness-unpleasantness. ",sadness,"[0.7880736291408539, 0.985450029373169, 0.6409381031990051, 0.8275815844535828, 0.01095621008425951, 0.9920457899570465, 0.952100545167923]",0.9920457899570465
shame,"When, as an adult I have been caught lying or behaving badly. ",guilt,"[0.7820543646812439, 0.8483839631080627, 0.8068127930164337, 0.956949770450592, 0.09323928877711296, 0.7825063467025757, 0.932418555021286]",0.956949770450592
guilt,"When I am in an environment or with a person much worse off than me, I realize how privileged I am. ",sadness,"[0.3058300316333771, 0.3455386757850647, 0.3642647862434387, 0.6778759956359863, 0.3672487288713455, 0.7071979939937592, 0.5254455208778381]",0.7071979939937592
joy,When I saw a person I had not seen for a long time. ,joy,"[0.1255287528038025, 0.09372060373425484, 0.29439904540777206, 0.6998095512390137, 0.886873722076416, 0.3995206356048584, 0.39176779240369797]",0.886873722076416
fear,"When, as a child, I was nearly knocked down by a car. ",fear,"[0.8737924695014954, 0.836380660533905, 0.962625116109848, 0.8901134431362152, 0.35043565928936005, 0.9428434371948242, 0.8202274739742279]",0.962625116109848
anger,"When I heard on the radio that the football match in Belgium had ended in a catastrophe, and several people had died. I could not understand how normal people could behave in such a way. ",fear,"[0.9596607983112335, 0.9725081026554108, 0.9746058583259583, 0.9114930927753448, 0.3892914727330208, 0.964221864938736, 0.8544197976589203]",0.9746058583259583
sadness,"When I feel lonely, perhaps because I have to study a lot and I am shut up in my appartment. Nothing happens in particular because there is no time for anything else. ",sadness,"[0.0044589737663045526, 0.048707160633057356, 0.008520433213561773, 0.7554968297481537, 0.013861777959391475, 0.862066000699997, 0.6076507419347763]",0.862066000699997
disgust,When one learns through the mass media all the wars and killing going on in the world. ,disgust,"[0.7732899188995361, 0.9205804467201233, 0.8691529631614685, 0.796198695898056, 0.015800416469573975, 0.789282351732254, 0.7126327157020569]",0.9205804467201233
shame,"I lied, to be precise I cancelled a meeting with a good friend. ",guilt,"[0.7589861750602722, 0.6822479665279388, 0.6228336095809937, 0.9401864409446716, 0.2483585961163044, 0.6668911874294281, 0.8128588199615479]",0.9401864409446716
guilt,When one lets friends down ,guilt,"[0.9449703991413116, 0.9337782561779022, 0.8418402671813965, 0.9691402614116669, 0.01590376510284841, 0.959982693195343, 0.9581697583198547]",0.9691402614116669
joy,When I was accepted for a course on finance and accounting. ,joy,"[0.17662690579891205, 0.03656877018511295, 0.20586174726486206, 0.7847735285758972, 0.9533877372741699, 0.06990514695644379, 0.05267679877579212]",0.9533877372741699
fear,"A bus drove over my right leg. The event itself was not very frightening but when I had to wait in the emergency ward for three hours and then my leg began to swell, I was frightened. ",fear,"[0.035801323130726814, 0.1615348607301712, 0.9861240088939667, 0.7634418308734894, 0.2523176670074463, 0.14246097207069397, 0.5689521133899689]",0.9861240088939667
anger,"At my Summer job, nobody looked after me in particular and I had to learn all on my own. ",sadness,"[0.9122540652751923, 0.7300513684749603, 0.8398757576942444, 0.8953153491020203, 0.1451960988342762, 0.9144774675369263, 0.7903347015380859]",0.9144774675369263
sadness,When I was not accepted as a student in finance and accounting. ,sadness,"[0.9171386957168579, 0.8478380739688873, 0.8444530665874481, 0.8547899127006531, 0.031078222207725048, 0.9494192004203796, 0.8786499798297882]",0.9494192004203796
disgust,When I had just moved into my new appartment I found a ventilator in the kitchen. I was going to clean it when I found that the drum was full of mud and slime. I felt disgusted. ,disgust,"[0.6175390183925629, 0.9941977560520172, 0.5673718303442001, 0.8475139141082764, 0.2139003723859787, 0.49568318016827106, 0.8364770710468292]",0.9941977560520172
shame,My elder brother and I have not always had a good relationship and I feel ashamed of myself as I do not call him to talk to him nowadays. ,shame,"[0.21786069124937057, 0.8037949800491333, 0.24703940749168396, 0.9863942861557007, 0.19000110030174255, 0.8177756369113922, 0.9980999827384949]",0.9980999827384949
guilt,At my Summer job a new caretaker had been employed who was my age but I preferred going out for lunch with the accounts personnel rather than with him. ,guilt,"[0.8059426248073578, 0.6657917499542236, 0.5802134275436401, 0.8686952590942383, 0.7372086048126221, 0.7396500706672668, 0.6092390418052673]",0.8686952590942383
joy,Passed an exam by points. ,joy,"[0.7220442891120911, 0.3760789483785629, 0.513960674405098, 0.7690506279468536, 0.9287969768047333, 0.31089532375335693, 0.2928531765937805]",0.9287969768047333
fear,"In a cottage in a large forest, I was alone for a while in the dark. ",sadness,"[0.6917023658752441, 0.5678578764200211, 0.895358681678772, 0.7137077748775482, 0.1707691326737404, 0.9158017635345459, 0.5500273406505585]",0.9158017635345459
sadness,Railway station good-bye. ,sadness,"[0.6144438087940216, 0.5718123018741608, 0.6168636679649353, 0.8864766359329224, 0.5479671210050583, 0.9509332776069641, 0.4992554485797882]",0.9509332776069641
disgust,I saw a cripple in rags with small children in Italy. He was probably an imposter. ,sadness,"[0.8234532177448273, 0.8009141087532043, 0.7669698596000671, 0.7785422503948212, 0.1685599982738495, 0.8565287590026855, 0.8310854732990265]",0.8565287590026855
shame,I told a friend that I was going to a party and he would not enjoy himself if he came along. He understood that he would not have fitted in and there was something in that. ,guilt,"[0.6499708592891693, 0.5295410305261612, 0.6959205269813538, 0.8661465048789978, 0.7124524414539337, 0.6835331916809082, 0.5305416882038116]",0.8661465048789978
guilt,I was the reason behind the break-up of my friend's relationship with his girlfriend. She finished with him. ,guilt,"[0.37191884964704514, 0.31219613552093506, 0.08577273041009903, 0.6425715535879135, 0.01816851133480668, 0.11433456465601921, 0.3080489784479141]",0.6425715535879135
joy,I passed an exam that I was absolutely certain that I had failed. ,joy,"[0.7403805255889893, 0.6144444942474365, 0.9539429545402527, 0.8794955313205719, 0.9564139246940613, 0.6649130880832672, 0.5706072300672531]",0.9564139246940613
fear,"On the way back from Denmark with a friend on a small yatch, there was a storm and my friend was blown overboard I was very scared till I managed to get him back onboard. ",fear,"[0.04335815482772887, 0.15897171944379807, 0.9961223900318146, 0.9253741204738617, 0.2240028753876686, 0.4702278673648834, 0.5634732097387314]",0.9961223900318146
anger,I locked myself out. ,guilt,"[0.9182270169258118, 0.6812458336353302, 0.845883697271347, 0.9491108059883118, 0.09283669479191303, 0.7944036722183228, 0.8438173830509186]",0.9491108059883118
sadness,I missed the last tram home and had to walk in the pouring rain. ,anger,"[0.9673647582530975, 0.8485637009143829, 0.8599586188793182, 0.9391211271286011, 0.19068250432610512, 0.9452819526195526, 0.8532190322875977]",0.9673647582530975
disgust,I found some worms in the food and I had obviously eaten some. ,guilt,"[0.9138726592063904, 0.9382215440273285, 0.8925559520721436, 0.9794004261493683, 0.06787844747304916, 0.7404443323612213, 0.9315704703330994]",0.9794004261493683
shame,"My friend was so intoxicated that the police came and took him away, and they later contacted his parents. ",guilt,"[0.9060775935649872, 0.84920534491539, 0.8334857821464539, 0.9352760314941406, 0.18841150030493736, 0.865462452173233, 0.8457871675491333]",0.9352760314941406
guilt,I hapened to overhear something which I was not meant to hear. ,guilt,"[0.938994973897934, 0.8281218707561493, 0.8827523291110992, 0.9627752900123596, 0.5050932317972183, 0.7756865918636322, 0.8847812712192535]",0.9627752900123596
joy,When I won a trip to Greece in a competition. ,joy,"[0.013640033546835184, 0.007995536085218191, 0.03446705546230078, 0.5796257704496384, 0.9761559069156647, 0.006742799188941717, 0.01741724112071097]",0.9761559069156647
fear,When I am out in the dark and a suspicious looking character comes towards me. ,fear,"[0.7583984136581421, 0.815888375043869, 0.9293937087059021, 0.7844107151031494, 0.019183218479156494, 0.4357667937874794, 0.4352521300315857]",0.9293937087059021
anger,"At work, when an elderly man complained unjustifiably about me and distrusted me. ",disgust,"[0.9289069771766663, 0.9419935941696167, 0.8385172784328461, 0.9183764755725861, 0.1607313435524702, 0.8954192698001862, 0.886050671339035]",0.9419935941696167
sadness,When I had not understood anything after a lecture. ,anger,"[0.8142273426055908, 0.5331844836473465, 0.5708373486995697, 0.7999070584774017, 0.11646277457475662, 0.6706855595111847, 0.7224622368812561]",0.8142273426055908
disgust,When an alcoholic stood dribbling over a food counter. ,disgust,"[0.9494573771953583, 0.9505906105041504, 0.8608724176883698, 0.9413566291332245, 0.20393037050962448, 0.8242654204368591, 0.9002364873886108]",0.9505906105041504
shame,When my friend and I were discussing the good looks of a guy we realized that he had been listening. ,guilt,"[0.8358149528503418, 0.38338638842105865, 0.690313071012497, 0.8645401298999786, 0.4441986232995987, 0.2711949571967125, 0.7789583206176758]",0.8645401298999786
guilt,When I complained about a colleague to the manager and he told her that someone had complained this colleague came to me believing that I liked her. ,anger,"[0.8895030319690704, 0.7141233086585999, 0.58608078956604, 0.7270437777042389, 0.27628183364868164, 0.6459115743637085, 0.8005450963973999]",0.8895030319690704
joy,At a friend's birthday party with some of my closest friends. It was all very pleasant and one could say that I was happy to have such good friends. ,joy,"[0.0008252494153566658, 0.003540550824254751, 0.012193479691632092, 0.7645578384399414, 0.9930453896522522, 0.00125188595848158, 0.41957613825798035]",0.9930453896522522
fear,On the way home one Friday night in the heavy rain the car acquaplanned. I lost contact with the road surface for a few seconds. ,fear,"[0.8798339664936066, 0.7679252922534943, 0.9104332029819489, 0.8274076879024506, 0.1929936632514, 0.7267194092273712, 0.7546183466911316]",0.9104332029819489
anger,Mad at my dad. ,anger,"[0.9950175881385803, 0.9337645769119263, 0.009395243600010872, 0.954455554485321, 0.34056271612644196, 0.454913342371583, 0.8199387490749359]",0.9950175881385803
sadness,A case of unrequited love. ,sadness,"[0.12884925678372383, 0.3564696107059717, 0.023760441690683365, 0.8980060815811157, 0.23926841095089912, 0.9826159477233887, 0.6285956352949142]",0.9826159477233887
disgust,A bad smelling cucumber. ,disgust,"[0.9556946158409119, 0.9630759358406067, 0.6718550622463226, 0.47616085410118103, 0.0664439033716917, 0.5203560888767242, 0.7642121315002441]",0.9630759358406067
shame,Nearly caught masturbating. ,guilt,"[0.8932946026325226, 0.632010355591774, 0.8758050799369812, 0.905834436416626, 0.7308608442544937, 0.2919042557477951, 0.8223266005516052]",0.905834436416626
guilt,I do not help out enough at home. ,guilt,"[0.8753609359264374, 0.6972128450870514, 0.6139796376228333, 0.9752185046672821, 0.2143988385796547, 0.7428936958312988, 0.8075593411922455]",0.9752185046672821
joy,I felt very happy when I won the football pools. ,joy,"[0.0007541953527834266, 0.0013645064900629222, 0.00638128787977621, 0.5058018267154694, 0.9978342652320862, 0.0008568047196604311, 0.15292096603661776]",0.9978342652320862
fear,When I flew from Athens to Copenhagen after a holiday. The plane was caught in a storm and it began to shake and I thouhght that we were going to crash. ,fear,"[0.6311246454715729, 0.6947223097085953, 0.9901637136936188, 0.9124045968055725, 0.46699754893779755, 0.7106589376926422, 0.7419117987155914]",0.9901637136936188
anger,When someone stole my bike. ,guilt,"[0.951096922159195, 0.9369170665740967, 0.94869264960289, 0.9714819192886353, 0.1026755291968584, 0.959634929895401, 0.9216286242008209]",0.9714819192886353
sadness,"When I saw the list of books to read for an acccouting course, I thought "" Oh God how will I ever manaage it! "" ",fear,"[0.6385314762592316, 0.8671003580093384, 0.9857378900051117, 0.9202751815319061, 0.18943919241428375, 0.9485477209091187, 0.5256403833627701]",0.9857378900051117
disgust,It was when I read a newspaper article on the future and they foresaw that we would be eating frog-burgers by the year . An illustration showed a frog between two pieces of bread. ,disgust,"[0.8695414066314697, 0.9408281147480011, 0.9244724810123444, 0.7657389044761658, 0.5234968662261963, 0.8362275958061218, 0.7535975575447083]",0.9408281147480011
shame,When I dropped a bottle in the state liquor store and everyboby started laughing. ,shame,"[0.017894558608531952, 0.02253206167370081, 0.012518660631030798, 0.7210286855697632, 0.8682123422622681, 0.007837704033590853, 0.927565723657608]",0.927565723657608
guilt,"When I was young - , I pinched from a store and was caught. The store then contacted my parents. ",guilt,"[0.9342024028301239, 0.9167007505893707, 0.8969842791557312, 0.9787295460700989, 0.09935766831040382, 0.9051069915294647, 0.9354468882083893]",0.9787295460700989
joy,When the whole family gets together for a one week holiday. Everybody feels free and the trip is well planned. It works out well and we enjoy ourselves. ,joy,"[0.012649666052311659, 0.0022250849870033562, 0.007961875759065151, 0.8359977602958679, 0.9893541038036346, 0.0022445458453148603, 0.1604597195982933]",0.9893541038036346
fear,"When I could not find my year old daughter. I ran and looked for her everywhere and could not find her. (I finally found her, she had gone to bed to sleep) ",guilt,"[0.9176630973815918, 0.33281344920396805, 0.9442445635795593, 0.9678563475608826, 0.2572591630741954, 0.9156517386436462, 0.7308156788349152]",0.9678563475608826
anger,When friends try to put me down or hurt me. ,shame,"[0.8997825384140015, 0.9045293927192688, 0.8514630794525146, 0.90046626329422, 0.0360676534473896, 0.8959044218063354, 0.9359716475009918]",0.9359716475009918
sadness,Marriage crises. Boredom. ,sadness,"[0.33084946870803833, 0.1644260436296463, 0.06005256064236164, 0.09992533177137375, 0.003805888700298965, 0.7736091315746307, 0.03156226873397827]",0.7736091315746307
disgust,When someone makes advances that one does not want. ,anger,"[0.8840917348861694, 0.777140200138092, 0.7291571199893951, 0.6584596931934357, 0.07061653956770897, 0.7138196974992752, 0.4875357747077942]",0.8840917348861694
shame,The discovery that one has only thought of oneself. ,guilt,"[0.7313636839389801, 0.6625781059265137, 0.6653315126895905, 0.9174414873123169, 0.211001668125391, 0.7672831118106842, 0.8253209590911865]",0.9174414873123169
guilt,When I spanked a child in anger and later regretted it terribly. ,anger,"[0.9898945689201355, 0.957626074552536, 0.8137890994548798, 0.9808979630470276, 0.3348242789506912, 0.9764302372932434, 0.8595409989356995]",0.9898945689201355
joy,When I passed the first examination that I had to repeat. ,joy,"[0.27830205857753754, 0.05104614794254303, 0.24281959235668182, 0.6869419813156128, 0.9642754197120667, 0.1344054415822029, 0.08736611157655716]",0.9642754197120667
fear,When I drove to Stockholm for the first time and drove off the Stora Hissingen road at the wrong exit. ,guilt,"[0.9406273066997528, 0.840829998254776, 0.9160102009773254, 0.9549972712993622, 0.21415987610816956, 0.8982775807380676, 0.8751832246780396]",0.9549972712993622
anger,When my boyfriend went away for a month long holiday without me. ,sadness,"[0.8780104219913483, 0.7963443696498871, 0.7964273989200592, 0.9077306091785431, 0.21316605806350708, 0.9547759592533112, 0.7439644932746887]",0.9547759592533112
sadness,Last year when I worked during the Summer holidays and studied at the same time for an examination I had to repeat my boyfriend went to Greece for a holiday for a month. ,guilt,"[0.7885547280311584, 0.523449033498764, 0.573161780834198, 0.884827584028244, 0.33980734646320343, 0.8227261900901794, 0.6572409868240356]",0.884827584028244
disgust,When a dog is left whining outside a shop. ,sadness,"[0.9740564227104187, 0.8927024900913239, 0.8470138609409332, 0.9179312288761139, 0.12354432884603739, 0.974462240934372, 0.864526242017746]",0.974462240934372
shame,When I promised to help a friend over a weekend and did not keep the promise. ,guilt,"[0.8954362869262695, 0.8610546290874481, 0.7233691811561584, 0.9807704389095306, 0.13628820655867457, 0.9318466484546661, 0.9331500828266144]",0.9807704389095306
guilt,When I realized that I had three more examinations to take. ,guilt,"[0.8389030992984772, 0.7241007685661316, 0.8743508160114288, 0.9013360142707825, 0.17402711510658264, 0.8438565135002136, 0.6853504776954651]",0.9013360142707825
joy,The day I was told that I had been accepted as a student of economics. ,joy,"[0.10656663775444031, 0.03960176557302475, 0.25288109481334686, 0.8557686805725098, 0.95912966132164, 0.05342410318553448, 0.2271375134587288]",0.95912966132164
fear,"While taking a short cut through the Vasa park, I was surrounded by three people who tried to steal my money. I was scared and was saved only by the appearance of other people. ",fear,"[0.14440495241433382, 0.4534909427165985, 0.9972592294216156, 0.8813648819923401, 0.275583878159523, 0.3782239332795143, 0.6420765221118927]",0.9972592294216156
anger,"At a restaurant I observed how the gypsies tried to get money by cheating the foreigners i. e non Swedish speaking. My anger had nothing to do with hatred against foreigners, but it was an expression of the anger I feel when I see people being used . ",anger,"[0.9601490199565887, 0.8407981991767883, 0.09235221147537231, 0.8502815365791321, 0.4906814694404602, 0.3481279592961073, 0.7486962378025055]",0.9601490199565887
sadness,At the begining of a new course one is afraid of encountering problems one can not manage. Thoughts revolve around failing the subject and the consequences it would have for the future. ,fear,"[0.06518994271755219, 0.6800980269908905, 0.9969485104084015, 0.9596985876560211, 0.038968282751739025, 0.5509215593338013, 0.8734259903430939]",0.9969485104084015
disgust,While walking in town I noticed how the police harrassed a man who was under the influence of alcohol. They terrified him with the thought of arrest by driving close behind him on a pedestrian street. My disgust was directed at the gestures and the facial expressions of the policemen they seemed to be enjoying themselves. ,disgust,"[0.9930581748485565, 0.9962978959083557, 0.9763118326663971, 0.8856894373893738, 0.4512675255537033, 0.48138555604964495, 0.9736681580543518]",0.9962978959083557
shame,"When my boyfriend revealed that he knew that I had discovered things of an important nature about him, I felt ashamed as I had not mentioned it earlier. ",shame,"[0.0052408084738999605, 0.8214865922927856, 0.05463777668774128, 0.9844749271869659, 0.21325624734163284, 0.4865221604704857, 0.9954017698764801]",0.9954017698764801
guilt,"When I am dishonest to a friend to whom I am very close. I feel guilty because I know that he gives a different version of the truth and I have not corrected these mistakes, and he is aware that I know that they are wrong. ",guilt,"[0.029365676920861006, 0.5012030825018883, 0.2002102043479681, 0.9948318600654602, 0.18707992881536484, 0.8079663515090942, 0.8788453936576843]",0.9948318600654602
joy,When I found out that I had passed the last two exams by a margin of three marks. ,joy,"[0.3571527302265167, 0.10605047270655632, 0.43821121752262115, 0.6661550402641296, 0.9212293326854706, 0.11475470289587975, 0.2591727524995804]",0.9212293326854706
fear,When my father was ill and was waiting for the results of his tests. ,sadness,"[0.8590297698974609, 0.5444304645061493, 0.9457723796367645, 0.941078394651413, 0.4545498937368393, 0.9677883088588715, 0.6811183989048004]",0.9677883088588715
anger,When I got caught in the pouring rain last Thursday and did not have a raincoat on me. ,guilt,"[0.9330625534057617, 0.8494475185871124, 0.9007716178894043, 0.9434061348438263, 0.1840318702161312, 0.8853972256183624, 0.8717786371707916]",0.9434061348438263
sadness,When I failed an exam. ,sadness,"[0.9179278910160065, 0.8979164659976959, 0.8700876533985138, 0.9479545652866364, 0.08777513168752193, 0.9617722928524017, 0.955114334821701]",0.9617722928524017
shame,"When I had not prepared my contribution to the group as thoroughly as the other members, with the result that the overall result was poor. ",guilt,"[0.9386963248252869, 0.8811421990394592, 0.7831335961818695, 0.9559506177902222, 0.0347059890627861, 0.9446841776371002, 0.8937522768974304]",0.9559506177902222
guilt,"When my father and I worked on the house just after he had recovered from illness, I was rather lazy. This meant that he had to work hard and was not very well later. ",guilt,"[0.8220085501670837, 0.6452810764312744, 0.6279028058052063, 0.9025029242038727, 0.06934504956007004, 0.7585838735103607, 0.6223817467689514]",0.9025029242038727
joy,When I gave birth to my son and saw that he was alive and that I had managed it well. He was born a month too early with a malfunctioning lung. This happened a year ago. ,joy,"[0.00850453320890665, 0.005801182705909014, 0.09601125493645668, 0.7720487713813782, 0.9230829775333405, 0.016850408166646957, 0.3622805904597044]",0.9230829775333405
fear,When I found out that my father had lung cancer and they did not know how long he would live. ,sadness,"[0.6824974119663239, 0.7616003751754761, 0.9639977514743805, 0.9151757061481476, 0.4300556927919388, 0.973446249961853, 0.7279431521892548]",0.973446249961853
anger,"When a colleague asked me for help at work, despite the fact that he had more time to do it than I had. ",guilt,"[0.9212227463722229, 0.8238084316253662, 0.6441167891025543, 0.9464837908744812, 0.3310486376285553, 0.8210527300834656, 0.8032937049865723]",0.9464837908744812
